class	rust_ref	go_symbol	status	note
surface	same-name Rust method finish_input	LastSeenRefresh.FinishInput	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method finish_input	MembershipImport.FinishInput	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method finish_input	ReplaceFeed.FinishInput	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method finish_input_with_removals_v4	FirstSeenRefresh.FinishInputWithRemovalsV4	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method finish_input_with_removals_v6	FirstSeenRefresh.FinishInputWithRemovalsV6	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method index	FeedRef.Index	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method info	LiveReader.Info	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method intern_network_enrichment_v1	StructuredTransaction.InternNetworkEnrichmentV1	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method join_direct	MembershipScope.JoinDirect	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method join_membership	MembershipScope.JoinMembership	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method lookup_direct_v4	LiveReader.LookupDirectV4	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method lookup_direct_v6	LiveReader.LookupDirectV6	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method lookup_feed	ImmutableReader.LookupFeed	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method lookup_feed	LiveReader.LookupFeed	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method lookup_feed	MembershipTransaction.LookupFeed	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method lookup_feed	StructuredTransaction.LookupFeed	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method matching_feeds_v4	MembershipQuery.MatchingFeedsV4	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method matching_feeds_v6	MembershipQuery.MatchingFeedsV6	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method membership_query	ImmutableReader.MembershipQuery	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method membership_query	LiveReader.MembershipQuery	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method name	FeedRef.Name	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method named_feeds	MembershipQuery.NamedFeeds	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method next	IPv4.Next	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method next	IPv6.Next	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method next	TransactionFeedCursor.Next	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method next_feed	FeedCursor.NextFeed	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method next_range	DirectCursorV4.NextRange	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method next_range	DirectCursorV6.NextRange	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method next_range	FeedRangeCursorV4.NextRange	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method next_range	FeedRangeCursorV6.NextRange	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method next_range	NetworkEnrichmentV1CursorV4.NextRange	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method next_range	NetworkEnrichmentV1CursorV6.NextRange	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method previous	IPv4.Previous	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method previous	IPv6.Previous	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method publish_set	MembershipAlgebra.PublishSet	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method read_words	MembershipView.ReadWords	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method rename_feed	MembershipTransaction.RenameFeed	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method rename_feed	StructuredTransaction.RenameFeed	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method report	FinishedHistoryProjection.Report	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method report	FinishedWorkflow.Report	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method seek	DirectCursorV4.Seek	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method seek	DirectCursorV6.Seek	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method seek	NetworkEnrichmentV1CursorV4.Seek	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method seek	NetworkEnrichmentV1CursorV6.Seek	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method set_metadata_json	FinishedHistoryProjection.SetMetadataJSON	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method set_metadata_json	FinishedWorkflow.SetMetadataJSON	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method set_metadata_json	MembershipTransaction.SetMetadataJSON	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method set_metadata_json	PreparedFeedChange.SetMetadataJSON	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method set_metadata_json	StructuredTransaction.SetMetadataJSON	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method threat_membership	NetworkEnrichmentV1View.ThreatMembership	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method unwrap	AlgebraPreparationFailure.Unwrap	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method unwrap	Error.Unwrap	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method unwrap	SnapshotPreparationFailure.Unwrap	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method value	NetworkEnrichmentV1View.Value	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method wire	ValueTag.Wire	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method word	MembershipView.Word	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method word_count	MembershipView.WordCount	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	-	ImmutableFeedResult.CleanupState	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method error	ImmutableFeedPreparationFailure.Error	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	same-name Rust method unwrap	ImmutableFeedPreparationFailure.Unwrap	present	generated surface row; go-surface extras are Go SDK conveniences without a Rust counterpart
surface	Cardinality129::checked_add	Cardinality129.Add	present	Go alias method Add is the checked add; overflow returns ErrCardinalityOverflow
surface	Cardinality129::checked_sub	Cardinality129.Sub	present	Go alias method Sub is the checked sub; overflow returns ErrCardinalityOverflow
surface	CleanupArtifacts::get	CleanupArtifacts.At	present	Rust index getter; Go names it At (internal/publication alias)
surface	CleanupArtifacts::iter	CleanupArtifacts.Slice	present	Rust iterator; Go exposes the underlying slice
surface	CommitCleanupArtifacts::iter	LiveCommitCleanupArtifacts.Entry	present	Go exposes the commit cleanup ledger through Entry/Empty
surface	CreateFeed::add_ranges_v4_slice	CreateFeed.AddRangesV4	present	Rust slice-variant export; the Go method is the same operation
surface	CreateFeed::add_ranges_v6_slice	CreateFeed.AddRangesV6	present	Rust slice-variant export; the Go method is the same operation
surface	DirectReplacement::add_ranges_v4_slice	DirectReplacement.AddRangesV4	present	Rust slice-variant export; the Go method is the same operation
surface	DirectReplacement::add_ranges_v6_slice	DirectReplacement.AddRangesV6	present	Rust slice-variant export; the Go method is the same operation
surface	FirstSeenRefresh::add_ranges_v4_slice	FirstSeenRefresh.AddRangesV4	present	Rust slice-variant export; the Go method is the same operation
surface	FirstSeenRefresh::add_ranges_v6_slice	FirstSeenRefresh.AddRangesV6	present	Rust slice-variant export; the Go method is the same operation
surface	LastSeenRefresh::add_ranges_v4_slice	LastSeenRefresh.AddRangesV4	present	Rust slice-variant export; the Go method is the same operation
surface	LastSeenRefresh::add_ranges_v6_slice	LastSeenRefresh.AddRangesV6	present	Rust slice-variant export; the Go method is the same operation
surface	ReplaceFeed::add_ranges_v4_slice	ReplaceFeed.AddRangesV4	present	Rust slice-variant export; the Go method is the same operation
surface	ReplaceFeed::add_ranges_v6_slice	ReplaceFeed.AddRangesV6	present	Rust slice-variant export; the Go method is the same operation
surface	DirectTransaction::clear_v4	LiveDirectTransaction.ClearV4	present	Go direct-transaction method ClearV4
surface	DirectTransaction::clear_v6	LiveDirectTransaction.ClearV6	present	Go direct-transaction method ClearV6
surface	DirectTransaction::metadata_json	LiveWriter.MetadataJSON	present	Go exposes direct-transaction metadata on the LiveWriter handle (live_writer_public.go)
surface	DirectTransaction::metadata_json_len	LiveWriter.MetadataJSONLen	present	Go exposes direct-transaction metadata length on the LiveWriter handle
surface	DirectTransaction::read_metadata_json	LiveWriter.ReadMetadataJSON	present	Go reads direct-transaction metadata through the LiveWriter handle
surface	ImmutableFeedResult::create_immutable_feed_v4	CreateImmutableFeedV4	present	associated constructor on the Rust result type; the Go free function is the same operation
surface	ImmutableFeedResult::create_immutable_feed_v6	CreateImmutableFeedV6	present	associated constructor on the Rust result type; the Go free function is the same operation
surface	ImmutableReader::named_feed_source_v4	ImmutableReader.FeedRangeCursorV4	present	Rust returns a FeedRangeSourceV4; Go opens the named-feed range cursor
surface	ImmutableReader::named_feed_source_v6	ImmutableReader.FeedRangeCursorV6	present	Rust returns a FeedRangeSourceV6; Go opens the named-feed range cursor
surface	LiveReader::named_feed_source_v4	LiveReader.FeedRangeCursorV4	present	Rust returns a FeedRangeSourceV4; Go opens the named-feed range cursor
surface	LiveReader::named_feed_source_v6	LiveReader.FeedRangeCursorV6	present	Rust returns a FeedRangeSourceV6; Go opens the named-feed range cursor
surface	MembershipScope::all	MembershipQuery.AllFeeds	present	Rust scope constructor; Go resolves the scope on the membership query
surface	MembershipScope::named	MembershipQuery.NamedFeeds	present	Rust scope constructor; Go resolves the scope on the membership query
surface	PreparedWorkflow::commit	FinishedWorkflow.Commit	present	Go names the prepared workflow handle FinishedWorkflow (feed_workflow_public.go)
surface	PreparedHistoryProjection::commit	FinishedHistoryProjection.Commit	present	Go names the prepared projection handle FinishedHistoryProjection (history_projection_public.go)
surface	PreparedWorkflow::abort	FinishedWorkflow.Abort	present	Go names the prepared workflow handle FinishedWorkflow (feed_workflow_public.go)
surface	PreparedHistoryProjection::abort	FinishedHistoryProjection.Abort	present	Go names the prepared projection handle FinishedHistoryProjection (history_projection_public.go)
surface	PreparedWorkflow::report	FinishedWorkflow.Report	present	Go names the prepared workflow handle FinishedWorkflow (feed_workflow_public.go)
surface	PreparedHistoryProjection::report	FinishedHistoryProjection.Report	present	Go names the prepared projection handle FinishedHistoryProjection (history_projection_public.go)
surface	PreparedWorkflow::set_metadata_json	FinishedWorkflow.SetMetadataJSON	present	Go names the prepared workflow handle FinishedWorkflow (feed_workflow_public.go)
surface	PreparedHistoryProjection::set_metadata_json	FinishedHistoryProjection.SetMetadataJSON	present	Go names the prepared projection handle FinishedHistoryProjection (history_projection_public.go)
surface	PreparedWorkflow::clear_metadata_json	FinishedWorkflow.ClearMetadataJSON	present	Go names the prepared workflow handle FinishedWorkflow (feed_workflow_public.go)
surface	PreparedHistoryProjection::clear_metadata_json	FinishedHistoryProjection.ClearMetadataJSON	present	Go names the prepared projection handle FinishedHistoryProjection (history_projection_public.go)
surface	PublicationResidueHandle::close	PublicationResidueHandle.Close	present	Go alias method Close (internal/publication)
surface	RecoveryCandidateInspection::candidate	RecoveryCandidateInspection.Candidate	present	Go alias method Candidate (internal/recovery)
surface	RecoveryCandidateInspection::candidate_count	RecoveryCandidateInspection.CandidateCount	present	Go alias method CandidateCount (internal/recovery)
surface	RecoveryCandidateInspection::candidates	RecoveryCandidateInspection.Candidates	present	Go alias method Candidates (internal/recovery)
surface	RecoverySourceCleanupGuard::cleanup_pending	RecoverySourceCleanupGuard.CleanupPending	present	Go alias method CleanupPending (internal/recovery)
surface	RecoverySourceCleanupGuard::last_problem	RecoverySourceCleanupGuard.LastProblem	present	Go alias method LastProblem (internal/recovery)
surface	RecoverySourceCleanupGuard::retry_cleanup	RecoverySourceCleanupGuard.RetryCleanup	present	Go alias method RetryCleanup (internal/recovery)
surface	TransactionFeedCursor::next_feed	TransactionFeedCursor.Next	present	Go names the transaction feed cursor method Next
surface	ValidationProgress::examined_for	ValidationProgress.ExaminedFor	present	Go alias method ExaminedFor (internal/validation)
surface	ValidationProgress::findings_for	ValidationProgress.FindingsFor	present	Go alias method FindingsFor (internal/validation)
surface	ValueTag::from_wire	NewValueTag	present	Rust from_wire is the same canonical constructor as Go NewValueTag (types.go)
surface	ValueTag::direct_semantic	ValueTagFirstSeen	present	Go models the direct semantics as ValueTagFirstSeen and ValueTagLastSeen
surface	live_writer.rs metadata_json	LiveWriter.MetadataJSON	present	inventory module-row duplicate of LiveWriter::metadata_json
surface	live_writer.rs metadata_json_len	LiveWriter.MetadataJSONLen	present	inventory module-row duplicate of LiveWriter::metadata_json_len
surface	live_writer.rs read_metadata_json	LiveWriter.ReadMetadataJSON	present	inventory module-row duplicate of LiveWriter::read_metadata_json
surface	live_writer/result.rs as_bytes	LocalBasename.Bytes	present	inventory module-row duplicate of LocalBasename::as_bytes
surface	FeedName::as_bytes		removed	Go string value converts to bytes with []byte(name); no method needed
surface	ImmutableReader::lookup_network_enrichment_v1_v4		removed	Go resolves single-key enrichment through NetworkEnrichmentV1CursorV4.Seek/NextRange; no direct view lookup
surface	ImmutableReader::lookup_network_enrichment_v1_v6		removed	Go resolves single-key enrichment through NetworkEnrichmentV1CursorV6.Seek/NextRange; no direct view lookup
surface	LiveReader::lookup_network_enrichment_v1_v4		removed	Go resolves single-key enrichment through NetworkEnrichmentV1CursorV4.Seek/NextRange; no direct view lookup
surface	LiveReader::lookup_network_enrichment_v1_v6		removed	Go resolves single-key enrichment through NetworkEnrichmentV1CursorV6.Seek/NextRange; no direct view lookup
surface	LiveWriter::commit		removed	Go commits per-transaction on LiveDirectTransaction/StructuredTransaction/MembershipTransaction/PreparedFeedChange; Rust LiveWriter::commit is the binding-layer commit of the current operation
surface	LiveWriter::set_metadata_json		removed	Go sets metadata on transaction and prepared handles, not on the writer handle
surface	LiveWriter::clear_metadata_json		removed	Go clears metadata on transaction and prepared handles, not on the writer handle
surface	MembershipAlgebra::require_operation_reservation		removed	operation reservations are internal machinery; Go does not expose them
surface	MembershipScope::named_from		removed	Go resolves scopes only from the membership query; no external-scope injection
surface	MembershipScope::address_family		removed	Go keeps the scope family internal (MembershipScope.family)
surface	MembershipScope::aggregate_reserved		removed	reserved-aggregation results are internal machinery; Go does not expose them
surface	MembershipScope::require_operation_reservation		removed	operation reservations are internal machinery; Go does not expose them
surface	SliceSource::new		removed	Go accepts plain Go slices directly as inputs; no slice-source adapter type
surface	RecoveryCandidate::commit_nonce		removed	Go keeps recovery candidate access in internal/recovery; the public surface exposes RecoveryCandidateInspection (recovery_public.go)
surface	RecoveryCandidate::database_id		removed	Go keeps recovery candidate access in internal/recovery; the public surface exposes RecoveryCandidateInspection (recovery_public.go)
surface	RecoveryCandidate::label		removed	Go keeps recovery candidate access in internal/recovery; the public surface exposes RecoveryCandidateInspection (recovery_public.go)
surface	RecoveryCandidate::source_identity		removed	Go keeps recovery candidate access in internal/recovery; the public surface exposes RecoveryCandidateInspection (recovery_public.go)
surface	RecoveryCandidate::transaction_id		removed	Go keeps recovery candidate access in internal/recovery; the public surface exposes RecoveryCandidateInspection (recovery_public.go)
c-abi	Reader::close		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owners ImmutableReader.Close / LiveReader.Close
c-abi	Reader::cursor_next		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go cursors advance with NextRange (direct/feed-range/enrichment cursors)
c-abi	Reader::cursor_seek_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner DirectCursorV4.Seek
c-abi	Reader::cursor_seek_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner DirectCursorV6.Seek
c-abi	Reader::enumerate_feeds		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveReader.FeedCursor
c-abi	Reader::info		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owners ImmutableReader.Info / LiveReader.Info
c-abi	Reader::lookup_direct_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveReader.LookupDirectV4
c-abi	Reader::lookup_direct_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveReader.LookupDirectV6
c-abi	Reader::lookup_feed		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveReader.LookupFeed
c-abi	Reader::lookup_membership_token_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go exposes membership words through MembershipView (Word/WordCount/ReadWords)
c-abi	Reader::lookup_membership_token_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go exposes membership words through MembershipView (Word/WordCount/ReadWords)
c-abi	Reader::lookup_network_enrichment_v1_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go NetworkEnrichmentV1CursorV4.Seek/NextRange
c-abi	Reader::lookup_network_enrichment_v1_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go NetworkEnrichmentV1CursorV6.Seek/NextRange
c-abi	Reader::matching_feeds_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipQuery.MatchingFeedsV4
c-abi	Reader::matching_feeds_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipQuery.MatchingFeedsV6
c-abi	Reader::membership_contains		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go does not export a membership-contains predicate; word access exists
c-abi	Reader::membership_contains_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go does not export a membership-contains predicate; word access exists
c-abi	Reader::membership_contains_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go does not export a membership-contains predicate; word access exists
c-abi	Reader::membership_present_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go does not export a membership-present predicate; word access exists
c-abi	Reader::membership_present_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go does not export a membership-present predicate; word access exists
c-abi	Reader::membership_word		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipView.Word
c-abi	Reader::membership_word_count		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipView.WordCount
c-abi	Reader::membership_word_count_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipView.WordCount
c-abi	Reader::membership_word_count_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipView.WordCount
c-abi	Reader::membership_word_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipView.Word
c-abi	Reader::membership_word_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipView.Word
c-abi	Reader::membership_words		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipView.ReadWords
c-abi	Reader::membership_words_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipView.ReadWords
c-abi	Reader::membership_words_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipView.ReadWords
c-abi	Reader::metadata_json_len		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveReader.MetadataJSONLen
c-abi	Reader::open_direct_cursor		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owners LiveReader.DirectCursorV4 / ImmutableReader.DirectCursorV4
c-abi	Reader::open_feed_cursor		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveReader.FeedCursor
c-abi	Reader::open_immutable		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner OpenImmutable
c-abi	Reader::open_live		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner OpenLiveReader
c-abi	Reader::open_membership_cursor		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveReader.MembershipQuery
c-abi	Reader::open_network_enrichment_v1_cursor		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveReader.NetworkEnrichmentV1CursorV4
c-abi	Reader::read_metadata_json		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveReader.ReadMetadataJSON
c-abi	Writer::address_family		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); the Go live-writer family is fixed at open; no counter-op
c-abi	Writer::begin_direct		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.BeginDirect
c-abi	Writer::begin_membership		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.BeginMembershipTransaction
c-abi	Writer::begin_structured		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.BeginStructuredTransaction
c-abi	Writer::clear_metadata_json		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go clears metadata on transaction and prepared handles
c-abi	Writer::direct_assign_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveDirectTransaction.AssignV4
c-abi	Writer::direct_assign_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveDirectTransaction.AssignV6
c-abi	Writer::direct_clear_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveDirectTransaction.ClearV4
c-abi	Writer::direct_clear_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveDirectTransaction.ClearV6
c-abi	Writer::empty_membership		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipTransaction.EmptyMembership
c-abi	Writer::enumerate_transaction_feeds		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipTransaction.FeedCursor
c-abi	Writer::feed_delete		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.DeleteFeed
c-abi	Writer::feed_ensure		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipTransaction.EnsureFeed
c-abi	Writer::feed_lookup		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipTransaction.LookupFeed
c-abi	Writer::feed_rename		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.RenameFeed
c-abi	Writer::is_clean		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go dirtiness is per-transaction state; no counter-op
c-abi	Writer::membership_add_feed		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipTransaction.AddFeed
c-abi	Writer::membership_apply_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipTransaction.ApplyV4
c-abi	Writer::membership_apply_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner MembershipTransaction.ApplyV6
c-abi	Writer::metadata_json_len		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.MetadataJSONLen
c-abi	Writer::network_enrichment_v1_intern		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner StructuredTransaction.InternNetworkEnrichmentV1
c-abi	Writer::open		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner OpenLiveWriter
c-abi	Writer::read_metadata_json		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.ReadMetadataJSON
c-abi	Writer::set_metadata_json		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go sets metadata on transaction and prepared handles
c-abi	Writer::structured_assign_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner StructuredTransaction.AssignV4
c-abi	bootstrap.rs open		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go opens through OpenImmutable / OpenLiveReader / OpenLiveWriter
c-abi	c_abi_support.rs worker_main		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); the Go worker containment lives in internal/routing
c-abi	c_abi_support/writer.rs abort_source_failure		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); C-bound fault-vector machinery; no Go counter-op
c-abi	c_abi_support/writer.rs add_coverage_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); C-bound range coverage input; no Go counter-op
c-abi	c_abi_support/writer.rs add_coverage_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); C-bound range coverage input; no Go counter-op
c-abi	c_abi_support/writer.rs add_direct_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveDirectTransaction.AssignV4
c-abi	c_abi_support/writer.rs add_direct_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveDirectTransaction.AssignV6
